# escritura	id  —  ids de las palabras importadas de las listas JLPT.
#
# Este fichero existe porque los ids importados salían de un contador y
# cambiaban en cuanto cambiaba qué se importa. Y como las unidades y las
# correcciones van POR ID, una palabra podía quedarse con la ficha de otra
# (102817 pasó de よろしく a 塵 al retocar una glosa inglesa).
#
# Es de sólo añadir: una línea que ya está no se toca nunca.
escritura	id
ジャズ	101942
謝絶	101943
社宅	101944
若干	101945
三味線	101946
斜面	101947
砂利	101948
洒落る	101949
ジャンパー	101950
ジャンプ	101951
ジャンボ	101952
ジャンル	101953
私有	101954
～宗	101955
収益	101956
修学	101957
周期	101958
衆議院	101959
就業	101960
従業員	101961
集計	101962
襲撃	101963
収支	101964
終始	101965
修士	101966
従事	101967
終日	101968
充実	101969
収集	101970
十字路	101971
執着	101972
柔軟	101973
収容	101974
従来	101975
守衛	101976
主演	101977
主観	101978
修行	101979
塾	101980
祝賀	101981
宿命	101982
手芸	101983
主権	101984
主催	101985
取材	101986
趣旨	101987
種々	101988
主食	101989
主人公	101990
主体	101991
主題	101992
出演	101993
出血	101994
出現	101995
出産	101996
出社	101997
出生	101998
微量	101999
昼飯	102000
比例	102001
疲労	102002
敏感	102003
貧困	102004
品質	102005
貧弱	102006
品種	102007
ヒント	102008
頻繁	102009
貧乏	102010
ファイト	102011
ファイル	102012
ファン	102013
不意	102014
フィルタ	102015
封	102016
封鎖	102017
風車	102018
風習	102019
風俗	102020
ブーツ	102021
風土	102022
ブーム	102023
フォーム	102024
部下	102025
不可欠	102026
ぶかぶか	102027
不吉	102028
不況	102029
布巾	102030
複合	102031
福祉	102032
覆面	102033
膨れる	102034
不景気	102035
耽る	102036
老ける	102037
富豪	102038
布告	102039
ブザー	102040
負債	102041
不在	102042
ふさわしい	102043
不順	102044
負傷	102045
侮辱	102046
不審	102047
不振	102048
武装	102049
負担	102050
不調	102051
復活	102052
物議	102053
復旧	102054
復興	102055
物資	102056
仏像	102057
物体	102058
沸騰	102059
不当	102060
不動産	102061
無難	102062
赴任	102063
腐敗	102064
不評	102065
不服	102066
普遍	102067
踏まえる	102068
踏み込む	102069
不明	102070
部門	102071
扶養	102072
ふらふら	102073
ぶらぶら	102074
振り返る	102075
振り出し	102076
不良	102077
浮力	102078
武力	102079
ブル	102080
震わせる	102081
無礼	102082
付録	102083
フロント	102084
憤慨	102085
文化財	102086
分業	102087
文語	102088
分散	102089
分子	102090
紛失	102091
噴出	102092
文書	102093
紛争	102094
ふんだん	102095
分担	102096
奮闘	102097
分配	102098
分母	102099
粉末	102100
分離	102101
分裂	102102
ペア	102103
兵器	102104
閉口	102105
閉鎖	102106
兵士	102107
平常	102108
平方	102109
並列	102110
ベース	102111
辟易	102112
ぺこぺこ	102113
ベスト	102114
ベストセラー	102115
隔たる	102116
へりくだる	102117
弁解	102118
変革	102119
返還	102120
便宜	102121
偏見	102122
弁護	102123
返済	102124
弁償	102125
変遷	102126
返答	102127
変動	102128
弁論	102129
穂	102130
保育	102131
ボイコット	102132
ポイント	102133
法案	102134
防衛	102135
防火	102136
崩壊	102137
妨害	102138
法学	102139
封建	102140
豊作	102141
方策	102142
奉仕	102143
方式	102144
放射	102145
放射能	102146
報酬	102147
放出	102148
報じる	102149
報ずる	102150
紡績	102151
呆然	102152
放置	102153
膨張	102154
法廷	102155
報道	102156
冒頭	102157
暴動	102158
褒美	102159
暴風	102160
葬る	102161
放り込む	102162
放り出す	102163
暴力	102164
飽和	102165
ホース	102166
ポーズ	102167
ホール	102168
保温	102169
捕獲	102170
保管	102171
補給	102172
補強	102173
募金	102174
牧師	102175
捕鯨	102176
惚ける	102177
保険	102178
母校	102179
母国	102180
誇る	102181
綻びる	102182
干し～	102183
ポジション	102184
干し物	102185
保守	102186
補充	102187
補助	102188
舗装	102189
補足	102190
墓地	102191
発作	102192
没収	102193
発足	102194
ポット	102195
ほっぺた	102196
ぼつぼつ	102197
没落	102198
施す	102199
ほとり	102200
ぼやく	102201
ぼやける	102202
保養	102203
捕虜	102204
ボルト	102205
滅びる	102206
滅ぼす	102207
本格	102208
本館	102209
本気	102210
本国	102211
本質	102212
本体	102213
本音	102214
本能	102215
本場	102216
ポンプ	102217
本文	102218
本名	102219
マーク	102220
マイ～	102221
マイクロフォン	102222
埋蔵	102223
舞う	102224
真上	102225
前売	102226
前置き	102227
任す	102228
負かす	102229
賄う	102230
紛らわしい	102231
紛れる	102232
真心	102233
まごつく	102234
誠	102235
誠に	102236
まさしく	102237
勝る	102238
～増し	102239
交える	102240
真下	102241
まして	102242
交わる	102243
麻酔	102244
またがる (うまを～)	102245
待ち合わせ	102246
待ち遠しい	102247
待ち望む	102248
まちまち	102249
末期	102250
真っ二つ	102251
まと	102252
纏まり	102253
纏め	102254
免れる	102255
招き	102256
瞬き	102257
麻痺	102258
～まみれ	102259
眉	102260
鞠	102261
丸ごと	102262
まるっきり	102263
丸々	102264
丸める	102265
満月	102266
満場	102267
真ん前	102268
真ん丸い	102269
真ん円い	102270
見合い	102272
見合わせる	102273
見落とす	102274
未開	102275
味覚	102276
幹	102277
見苦しい	102278
見込み	102279
未婚	102280
未熟	102281
微塵	102282
水気	102283
ミスプリント	102284
みすぼらしい	102285
ミセス	102286
見せびらかす	102287
見せ物	102288
満たす	102289
乱す	102290
乱れる	102291
未知	102292
身近	102293
導く	102294
密集	102295
密接	102296
密度	102297
見積もり	102298
未定	102299
見通し	102300
見なす	102301
源	102302
見習う	102303
身なり	102304
峰	102305
身の上	102306
見逃す	102307
身の回り	102308
見計らう	102309
見晴らし	102310
身振り	102311
脈	102312
ミュージック	102313
未練	102314
見渡す	102315
民宿	102316
民族	102317
民俗	102318
無意味	102319
ムード	102320
無口	102321
婿	102322
無効	102323
無言	102324
無邪気	102325
むしる	102326
結び	102327
結び付き	102328
結び付く	102329
結び付ける	102330
無線	102331
無駄遣い	102332
無断	102333
無知	102334
無茶	102335
無茶苦茶	102336
空しい	102337
無念	102338
無能	102339
無闇に	102340
無用	102341
斑	102342
群がる	102343
無論	102344
名産	102345
名称	102346
命中	102347
明白	102348
名簿	102349
名誉	102350
明瞭	102351
明朗	102352
メーカー	102353
目方	102354
恵み	102355
恵む	102356
目覚しい	102357
目覚める	102358
召す	102359
雌	102360
目付き	102361
滅亡	102362
メディア	102363
目途	102364
目盛	102365
メロディー	102366
面会	102367
免除	102368
面する	102369
面目	102370
設ける	102372
申し入れる	102373
申込	102374
申出	102375
申し出る	102376
申し分	102377
盲点	102378
猛烈	102379
モーテル	102380
もがく	102381
目録	102382
目論見	102383
模型	102384
模索	102385
もしかして	102386
もしくは	102387
もたらす	102388
持ち切り	102389
専ら	102390
もてなす	102391
もてる	102392
モニター	102393
物好き	102394
物足りない	102395
もはや	102396
模範	102397
模倣	102398
もめる	102399
股	102400
腿	102401
催す	102402
漏らす	102403
盛り上がる	102404
漏る	102405
漏れる	102406
脆い	102407
もろに	102408
矢	102409
野外	102410
夜具	102412
役職	102413
役場	102414
やけに	102415
屋敷	102416
養う	102417
野心	102418
安っぽい	102419
休める	102420
野生	102421
奴	102422
闇	102423
病む	102424
ややこしい	102425
やりとおす	102426
やりとげる	102427
和らげる	102428
ヤング	102429
優位	102431
憂鬱	102432
有益	102433
優越	102434
勇敢	102435
夕暮れ	102436
融資	102437
有する	102438
優勢	102439
優先	102440
誘導	102441
融通	102442
優美	102443
有望	102444
遊牧	102445
夕焼け	102446
有力	102447
幽霊	102448
誘惑	102449
歪む	102451
揺さぶる	102452
ゆとり	102453
ユニーク	102454
ユニフォーム	102455
指差す	102456
弓	102457
揺らぐ	102458
緩む	102459
緩める	102460
緩やか	102461
要因	102462
溶液	102463
用件	102464
養護	102465
用紙	102466
様式	102467
要する	102468
要請	102469
様相	102470
用品	102471
洋風	102472
用法	102473
要望	102474
余暇	102475
予感	102476
余興	102477
預金	102478
欲	102479
抑圧	102480
浴室	102481
抑制	102482
欲深い	102483
欲望	102484
予言	102485
横綱	102486
汚れ	102487
よし (かん)	102488
良し	102489
善し悪し	102490
余所見	102491
余地	102492
よって (よりどころ)	102493
与党	102494
呼び止める	102495
夜更し	102496
夜更け	102497
余程	102498
読み上げる	102499
～寄り	102500
寄り掛かる	102501
弱る	102502
来場	102503
ライス	102504
酪農	102505
落下	102506
楽観	102507
ランプ	102508
濫用	102509
リード	102510
理屈	102511
利子	102512
利潤	102513
理性	102514
利息	102515
立体	102516
立方	102517
立法	102518
利点	102519
略奪	102520
略語	102521
流通	102522
領域	102523
了解	102524
領海	102525
両極	102526
良好	102527
良識	102528
良質	102529
了承	102530
良心	102531
領地	102532
領土	102533
両立	102534
旅客	102535
旅券	102536
履歴	102537
理論	102538
林業	102539
類	102540
類推	102541
類似	102542
ルーズ	102543
冷酷	102544
冷蔵	102545
冷淡	102546
レース	102547
レギュラー	102548
レッスン	102549
レディー	102550
レバー	102551
恋愛	102552
バッテリー	102553
バット	102554
発病	102555
初耳	102556
果て	102557
果てる	102558
ばてる	102559
パトカー	102560
甚だ	102561
華々しい	102562
花びら	102563
華やか	102564
阻む	102565
浜	102566
浜辺	102567
はまる	102568
早める	102569
腹立ち	102570
原っぱ	102571
はらはら	102572
ばらまく	102573
張り紙	102574
遥か	102575
破裂	102576
腫れる	102577
繁栄	102578
版画	102579
ハンガー	102580
反感	102581
反響	102582
パンク	102583
反撃	102584
判決	102585
反射	102586
繁盛	102587
繁殖	102588
反する	102589
判定	102590
万人	102591
晩年	102592
反応	102593
万能	102594
半端	102595
反発	102596
反乱	102597
氾濫	102598
美	102599
ひいては	102600
ビールス	102601
控室	102602
控える	102603
悲観	102604
引き上げる	102605
率いる	102606
引き起こす	102607
引下げる	102608
引きずる	102609
引取る	102610
否決	102611
日頃	102612
久しい	102613
悲惨	102614
ビジネス	102615
比重	102616
美術	102617
秘書	102618
微笑	102619
密か	102620
浸す	102621
ひたすら	102622
左利き	102623
引っ掻く	102624
必修	102625
びっしょり	102626
必然	102627
匹敵	102628
一息	102629
人影	102630
人柄	102631
一頃	102632
人質	102633
一筋	102634
人目	102635
日取り	102636
雛	102637
雛祭	102638
日向	102639
非難	102640
避難	102641
日の丸	102642
火花	102643
ひび (かべの～)	102644
悲鳴	102645
冷やかす	102646
日焼け	102647
標語	102648
描写	102649
ひょっと	102650
びら	102651
平たい	102652
びり	102653
比率	102654
明るい	102655
朝御飯	102656
あちら	102657
色々	102658
後ろ	102659
映画館	102660
大きな	102661
お菓子	102662
お金	102663
お酒	102664
お皿	102665
お茶	102666
お手洗い	102667
お風呂	102668
お弁当	102669
外国人	102670
～か月	102671
カップ	102672
火曜日	102673
カレー	102674
可愛い	102675
喫茶店	102676
牛肉	102677
着る	102678
金曜日	102679
下さい	102680
月曜日	102681
御飯	102682
コピーする	102683
今月	102684
今週	102685
今晩	102686
水曜日	102687
ストーブ	102688
ズボン	102689
先月	102690
先週	102691
大使館	102692
大好き	102693
～だけ	102694
食べ物	102695
誕生日	102696
小さな	102697
手紙	102698
十日	102699
図書館	102700
土曜日	102701
鶏肉	102702
夏休み	102703
日曜日	102704
飲み物	102705
パン	102706
晩御飯	102707
飛行機	102708
一月	102709
昼御飯	102710
豚肉	102711
ペット	102712
ペン	102713
本棚	102714
～枚	102715
毎朝	102716
毎月	102717
毎週	102718
毎日	102719
毎年	102720
毎晩	102721
皆さん	102722
木曜日	102723
夕飯	102724
郵便局	102725
昨夜	102726
ゆっくりと	102727
来月	102728
来週	102729
来年	102730
ラジオカセ	102731
留学生	102732
両親	102733
分かる	102734
渡る	102735
～区	102736
大学生	102737
運転手	102738
お宅	102739
～ございます	102740
課長	102741
人口	102742
中学校	102743
起こす	102744
パート (タイム)	102745
建て	102746
社長	102747
動物園	102748
決まる	102749
会議室	102750
けんかする	102751
ぶどう	102752
パパ	102753
～(て) しまう	102754
柔道	102755
事務所	102756
美術館	102757
お礼	102758
歯医者	102759
治る	102760
お祭り	102761
スクリーン	102762
けがする	102763
～ばかり	102764
ステーキ	102765
食料品	102766
ご主人	102767
公務員	102768
お土産	102769
お祝い	102770
乗り物	102771
今夜	102772
おつり	102773
チェックする	102774
ワープロ	102775
校長	102776
凄い	102777
パソコン	102778
部長	102779
一杯	102780
教育	102781
びっくりする	102782
レジ	102783
ハンバーグ	102784
遠く	102785
お金持ち	102786
～(に) よると	102787
駐車場	102788
天気予報	102789
ファックス	102790
見つける	102791
高校生	102792
昼休み	102793
お見舞い	102794
ご存じ	102795
字	102796
あ	102797
直る	102798
新聞社	102799
回る、回す	102800
スーパー (マーケット)	102801
研究室	102802
～(に) ついて	102803
両方	102804
役に立つ	102805
もうすぐ	102806
急	102807
嬉しい	102808
アルコール	102809
ソフト	102810
これから	102811
しまった (かん)	102812
すみません (かん)	102813
温まる	102814
お目に掛かる	102815
塵	102816
よろしく (かん)	102817
悪	102818
当り	102819
アップ	102820
宛てる	102821
アンケート	102822
異	102823
意	102824
医院	102825
怒り	102826
意地	102827
依然	102828
傷める	102829
炒める	102830
一帯	102831
異動	102832
衣料	102833
渦	102834
埋まる	102835
産む	102836
尾	102837
負う	102838
遅れ	102839
教え	102840
驚き	102841
織る	102842
欠く	102843
核	102844
格	102845
学歴	102846
駆ける	102847
賭ける	102848
課題	102849
片付け	102850
加味	102851
借り	102852
狩り	102853
～観	102854
癌	102855
刊行	102856
慣行	102857
歓声	102858
官僚	102859
季刊	102860
起源	102861
機構	102862
築く	102863
規制	102864
丘陵	102865
協議	102866
享受	102867
協調	102868
切り	102869
菌	102870
近視	102871
苦	102872
群	102873
刑	102874
経緯	102875
計器	102876
契機	102877
携帯	102878
形態	102879
血管	102880
決行	102881
件	102882
減少	102883
公演	102884
後悔	102885
航海	102886
拘束	102887
荒廃	102888
降伏	102889
興奮	102890
語句	102891
個々	102892
故人	102893
小銭	102894
ことによると	102895
コンテスト	102896
採集	102897
作	102898
策	102899
はあ (かん)	102900
柵	102901
裂ける	102902
裁く	102903
酸化	102904
死	102905
資格	102906
視覚	102907
指揮	102908
磁気	102909
磁器	102910
自己	102911
字体	102912
辞退	102913
視点	102914
脂肪	102915
志望	102916
衆	102917
住	102918
修飾	102919
私用	102920
仕様	102921
情	102922
生涯	102923
上司	102924
正体	102925
照明	102926
女史	102927
助詞	102928
ショック	102929
進行	102930
新興	102931
振興	102932
申告	102933
真理	102934
水洗	102935
ストレス	102936
正規	102937
精巧	102938
精算	102939
成年	102940
声明	102941
姓名	102942
生理	102943
膳	102944
禅	102945
選挙	102946
先行	102947
選考	102948
相	102949
沿う	102950
添う	102951
僧	102952
像	102953
捜査	102954
操縦	102955
創造	102956
隊	102957
退学	102958
タイトル	102959
ダウン	102960
高まる	102961
断つ	102962
盾	102963
例え	102964
チャイム	102965
挑戦	102966
治療	102967
接ぐ	102968
継ぐ	102969
摘む	102970
露	102971
強まる	102972
強める	102973
データ	102974
デザイン	102975
デザート	102976
転校	102977
伝言	102978
問う	102979
棟	102980
倒産	102981
同士	102982
同志	102983
当然	102984
動揺	102985
説く	102986
綴じる	102987
供	102988
並	102989
慣らす	102990
馴らす	102991
難	102992
年鑑	102993
脳	102994
臨む	102995
肺	102996
～敗	102997
映える	102998
諮る	102999
図る	103000
生やす	103001
班	103002
判	103003
版	103004
碑	103005
非行	103006
票	103007
広まる	103008
深める	103009
福	103010
経る	103011
保護	103012
補償	103013
ほっと	103014
前もって	103015
膜	103016
マスコミ	103017
マッサージ	103018
見掛ける	103019
捲る	103020
メッセージ	103021
野党	103022
優	103023
有機	103024
世	103025
予想	103026
弱まる	103027
弱める	103028
ラベル	103029
ルール	103030
枠	103031
表示	103032
〜 (まる) ごと	103033
(かさを～) さす	103034
〜(日本) 式	103035
～いち (にほんいち)	103036
～おしまい (おわり)	103037
～系	103038
～圏	103039
～条	103040
～艘	103041
～滴	103042
～ほう (ひかく)	103043
呆れる	103044
朝寝坊	103045
行っていらっしゃい	103046
行ってらっしゃい	103047
お気の毒に	103048
お元気で	103049
押さえる	103050
思いっきり	103051
かび (～がはえる)	103052
構いません	103053
下品(な)	103054
こうよう もみじ	103055
ご苦労様	103056
御免	103057
逆様	103058
先程	103059
しいんと (する)	103060
塩辛	103061
しかく しかくい	103062
しつれいしました (かん)	103063
締め切り	103064
しめた (かん)	103065
じゅうたん (カーペット)	103066
しわ (かおの～)	103067
率直	103068
その他	103069
それはいけませんね (かん)	103070
だいいち (とりわけ)	103071
躓く	103072
手ごろ	103073
どういたしまして (かん)	103074
何しろ	103075
生意気な	103076
何とも	103077
はい (かん)	103078
引き返す	103079
引っ越し	103080
日にち	103081
付属	103082
朗らか(な)	103083
跨ぐ	103084
惨めな	103085
ミリ (メートル)	103086
割合に	103087
温かい	103088
傾らか	103089
思いっ切り	103090
目覚し	103091
曲る	103092
